,longitude,latitude
0,40.599021062092504,140.48405987692374
1,40.599281260468885,140.48396473279112
2,40.59949372050468,140.48374631307775
3,40.599629881183404,140.4834865424016
4,40.59978662632563,140.48319853648778
5,40.59988482438314,140.4828697914624
6,40.59993859088451,140.4825234185879
7,40.59999089248391,140.48217650149803
8,40.6000431940837,140.48182958440827
9,40.60009549568396,140.48148266731863
10,40.60014779728471,140.48113575022913
11,40.60020009888587,140.4807888331397
12,40.600252400487484,140.4804419160504
13,40.600304702089694,140.48009499896128
14,40.600357003692125,140.4797480818722
15,40.600409305295095,140.47940116478324
16,40.600461606898534,140.47905424769442
17,40.60051390850247,140.47870733060574
18,40.60056621010682,140.47836041351715
19,40.60034773060001,140.47816562049653
20,40.60012108079165,140.47801784505654
21,40.59987966432372,140.4778591238605
22,40.599638247857854,140.47770040265905
23,40.59941854189585,140.47749486541278
24,40.599257764683934,140.47721083327562
25,40.59909738379627,140.476926277183
26,40.59893700291156,140.4766417210875
27,40.59877662202974,140.47635716498925
28,40.598616241151106,140.4760726088879
29,40.59845586027508,140.47578805278403
30,40.59818739029745,140.47575665228567
31,40.598095114101284,140.47590884725602
32,40.59787074589738,140.47610581472236
33,40.597646377696194,140.476302782194
34,40.59742200949773,140.47649974967095
35,40.59719764130197,140.47669671715317
36,40.59697327310892,140.4768936846407
37,40.596748904918584,140.4770906521335
38,40.59652453673096,140.47728761963162
39,40.59630016854605,140.47748458713502
40,40.59607580036385,140.4776815546437
41,40.59585143218436,140.4778785221577
42,40.59562706400759,140.47807548967697
43,40.59540269583353,140.47827245720154
44,40.59517832766218,140.47846942473143
45,40.594953959493544,140.47866639226658
46,40.594729591327635,140.47886335980706
47,40.59450522316443,140.47906032735284
48,40.59428085500392,140.47925729490385
49,40.59405648684613,140.47945426246017
50,40.59383211869105,140.47965123002177
51,40.59360775053867,140.4798481975887
52,40.593383382389014,140.48004516516087
53,40.59315901424206,140.48024213273834
54,40.592934646097824,140.48043910032112
55,40.59271027795629,140.4806360679092
56,40.592485909817476,140.48083303550254
57,40.59226154168137,140.48103000310118
58,40.59203717354797,140.4812269707051
59,40.59181280541729,140.48142393831432
60,40.59158843728932,140.48162090592885
61,40.59136406916431,140.48181787354915
62,40.59113970104185,140.48201484117442
63,40.590915332922,140.48221180880478
64,40.59069096480486,140.48240877644042
65,40.59046659669043,140.48260574408138
66,40.59024222857872,140.48280271172763
67,40.59001786046971,140.48299967937913
68,40.58979349236341,140.48319664703595
69,40.589569124259825,140.48339361469806
70,40.589344756158944,140.48359058236545
71,40.58912742942873,140.48380042189285
72,40.588926576617254,140.48403631033872
73,40.58873072586541,140.48427987914877
74,40.58853487511698,140.48452344796354
75,40.588343192201535,140.48477258830053
76,40.588153486308315,140.48502435059495
77,40.58796395196376,140.48527633468896
78,40.58777441762255,140.48552831878723
79,40.5875848832846,140.48578030288974
80,40.58739534894949,140.4860322869959
81,40.58720581461775,140.4862842711064
82,40.58701628028899,140.48653625522073
83,40.586826745963585,140.48678823933938
84,40.58663721164115,140.48704022346186
85,40.586447677322056,140.48729220758867
86,40.58625814300594,140.4875441917193
87,40.58606860869317,140.48779617585424
88,40.585879074383655,140.48804815999335
89,40.58568954007701,140.48830014413622
90,40.58550000577372,140.48855212828337
91,40.5853104714734,140.48880411243434
92,40.58512093717641,140.48905609658962
93,40.58493140288241,140.48930808074874
94,40.58474186859174,140.48956006491215
95,40.58455233430405,140.48981204907943
96,40.5843628000197,140.49006403325097
97,40.58417326573861,140.49031601742675
98,40.58398373146039,140.49056800160622
99,40.58379419718551,140.49081998578998
100,40.5836046629136,140.49107196997755
101,40.58340444178267,140.4913090563202
102,40.58318788159666,140.49151987792598
103,40.58296691447774,140.49172332558484
104,40.58274594736187,140.49192677324942
105,40.58252498024863,140.49213022091885
106,40.5823040131381,140.49233366859335
107,40.58208304603036,140.49253711627304
108,40.581883117451284,140.49277356687725
109,40.581712366312,140.49304671917636
110,40.5815488318955,140.49332818362242
111,40.58138529748175,140.4936096480712
112,40.58122176307116,140.49389111252313
113,40.58105822866328,140.49417257697777
114,40.58089469425849,140.4944540414355
115,40.58073115985644,140.49473550589593
116,40.5805676254575,140.49501697035944
117,40.58040409106135,140.49529843482577
118,40.58025945059733,140.49559659885173
119,40.580132010942954,140.49590825171526
120,40.58000813205884,140.49622249339788
121,40.57988425317666,140.4965367350818
122,40.57976037429654,140.49685097676712
123,40.579636495418704,140.49716521845397
124,40.57951261654277,140.4974794601421
125,40.57938873766885,140.4977937018316
126,40.57926485879724,140.49810794352265
127,40.57914097992755,140.49842218521502
128,40.578977486743135,140.49870141667185
129,40.57901469367686,140.4990019244672
130,40.57899531812775,140.49870341666494
131,40.57900037422186,140.499056315671
132,40.578990606882435,140.49940969119763
133,40.57898083954297,140.49976306672426
134,40.57897107220354,140.50011644225086
135,40.57896130486417,140.50046981777749
136,40.578951537524745,140.50082319330411
137,40.57894177018535,140.50117656883074
138,40.57893200284597,140.50152994435737
139,40.578922235506596,140.50188331988397
140,40.578912468167275,140.5022366954106
141,40.57890270082794,140.50259007093723
142,40.57889293348862,140.50294344646386
143,40.57884385005013,140.50328791485188
144,40.578743590205235,140.50361545995267
145,40.57862895213367,140.5039356532669
146,40.57851431406379,140.5042558465822
147,40.578399675995826,140.50457603989864
148,40.57828503792979,140.50489623321627
149,40.57819444284003,140.50522806476897
150,40.578130508674526,140.50557149331445
151,40.578072748794455,140.50591692391868
152,40.57801498891483,140.50626235452302
153,40.57795722903575,140.50660778512753
154,40.577899469157295,140.50695321573224
155,40.57784170927932,140.50729864633706
156,40.57778394940185,140.50764407694203
157,40.57772618952499,140.50798950754717
158,40.577668429648554,140.50833493815244
159,40.57761066977269,140.5086803687579
160,40.57755290989742,140.50902579936349
161,40.5774951500226,140.50937122996922
162,40.577437390148376,140.50971666057512
163,40.57737963027462,140.51006209118117
164,40.57732187040142,140.51040752178736
165,40.577264110528795,140.51075295239372
166,40.5771649721705,140.5110780308676
167,40.57703037612299,140.51138457901328
168,40.576892630594145,140.51168877106193
169,40.576754885067714,140.51199296311248
170,40.57661713954352,140.51229715516476
171,40.57647939402178,140.51260134721892
172,40.576341648502584,140.51290553927507
173,40.57620390298579,140.5132097313331
174,40.576066157471395,140.51351392339296
175,40.5759284119594,140.51381811545468
176,40.57579066644977,140.51412230751825
177,40.575652920942545,140.5144264995837
178,40.57551517543775,140.514730691651
179,40.57537742993536,140.5150348837202
180,40.57523968443537,140.51533907579125
181,40.57510193893778,140.51564326786416
182,40.574964193442575,140.51594745993893
183,40.574826447949775,140.51625165201554
184,40.57468870245933,140.516555844094
185,40.57455095697131,140.51686003617434
186,40.5744132114857,140.51716422825652
187,40.57427546600249,140.5174684203406
188,40.57413772052168,140.5177726124265
189,40.573999975043264,140.51807680451432
190,40.57386222956725,140.51838099660395
191,40.57372448409363,140.51868518869546
192,40.57358673862236,140.51898938078878
193,40.57344899315331,140.51929357288384
194,40.57325802517516,140.5195291139568
195,40.57299943333028,140.5195615535263
196,40.57273000488631,140.51953552049903
197,40.572460576442424,140.51950948747015
198,40.57219114799862,140.51948345443975
199,40.57193387258361,140.51956682079506
200,40.57172677239829,140.51978473809993
201,40.57162052039391,140.51988443545966
202,40.57141002869417,140.52010609706068
203,40.57119953699743,140.52032775866658
204,40.57098904530394,140.52054942027775
205,40.57077855361328,140.52077108189354
206,40.570568061925535,140.52099274351406
207,40.57035757024077,140.52121440513943
208,40.57014707855902,140.52143606676972
209,40.56993658688023,140.52165772840482
210,40.569726095204466,140.52187939004483
211,40.56951560353169,140.5221010516897
212,40.56930511186192,140.52232271333946
213,40.56909462019515,140.5225443749941
214,40.568884128531344,140.5227660366536
215,40.56867363687056,140.522987698318
216,40.56846314521276,140.52320935998722
217,40.56825265355797,140.52343102166137
218,40.56804216190618,140.52365268334037
219,40.567831670257355,140.5238743450242
220,40.56762117861154,140.52409600671297
221,40.56741068696872,140.52431766840658
222,40.567200195329185,140.52453933010554
223,40.566989703692464,140.52476099180907
224,40.566779212058606,140.52498265351727
225,40.56656872042777,140.52520431523035
226,40.566358228799935,140.52542597694836
227,40.56614773717508,140.5256476386712
228,40.565937245553236,140.5258693003989
229,40.56572675393435,140.52609096213146
230,40.56551626231848,140.52631262386893
231,40.56530577070561,140.52653428561126
232,40.565095279095736,140.52675594735845
233,40.56488478748885,140.52697760911053
234,40.564674295884934,140.52719927086744
235,40.56446380428403,140.52742093262924
236,40.56425331268613,140.52764259439593
237,40.56404282109121,140.52786425616748
238,40.563832329499306,140.5280859179439
239,40.563621837910354,140.52830757972515
240,40.563411346324685,140.52852924151173
241,40.56320085474185,140.52875090330292
242,40.562990363161894,140.5289725650988
243,40.56277987158494,140.52919422689956
244,40.56256938001095,140.52941588870516
245,40.56235888843997,140.52963755051564
246,40.56214839687199,140.52985921233102
247,40.561937905307,140.53008087415122
248,40.561727413745004,140.53030253597632
249,40.561516922185966,140.53052419780624
250,40.56130643062995,140.53074585964106
251,40.56109593907692,140.53096752148076
252,40.560885447526886,140.5311891833253
253,40.56067495597981,140.53141084517466
254,40.56046446443575,140.53163250702895
255,40.5602539728947,140.53185416888812
256,40.56004348135663,140.53207583075212
257,40.55983298982154,140.532297492621
258,40.55962249828969,140.53251915449513
259,40.55941200676068,140.53274081637392
260,40.55920151523458,140.5329624782574
261,40.55899102371146,140.53318414014572
262,40.558780532191314,140.5334058020389
263,40.55857004067414,140.53362746393694
264,40.55835954915998,140.53384912583985
265,40.55814905764882,140.53407078774765
266,40.55793856614065,140.5342924496603
267,40.557728074635456,140.5345141115778
268,40.557517583133226,140.53473577350013
269,40.55730709163401,140.53495743542737
270,40.55709660013779,140.53517909735947
271,40.55688610864456,140.53540075929644
272,40.556675617154305,140.53562242123823
273,40.556465125667025,140.53584408318488
274,40.55625463418275,140.53606574513643
275,40.55604414270147,140.53628740709283
276,40.55582841615395,140.53650016825893
277,40.55566546884173,140.53677632101284
278,40.55552725506957,140.53708010496015
279,40.55539098012902,140.53738542962367
280,40.55525470519075,140.53769075428892
281,40.55511843025483,140.53799607895596
282,40.554982155321184,140.53830140362476
283,40.554845880390175,140.53860672829555
284,40.554709605461355,140.53891205296804
285,40.55457333053474,140.5392173776422
286,40.55443705561049,140.53952270231818
287,40.55430078068887,140.53982802699616
288,40.554164505769364,140.54013335167576
289,40.55402823085215,140.5404386763571
290,40.55389195593729,140.54074400104025
291,40.55375568102477,140.5410493257252
